add62, PC=0, Tile=5
icmp63, PC=1, Tile=1
br64, PC=2, Tile=5
phi1, PC=3, Tile=5
load13, PC=3, Tile=1
load25, PC=4, Tile=1
load36, PC=5, Tile=1
load49, PC=6, Tile=1
load59, PC=4, Tile=5
getelementptr2, PC=7, Tile=1
trunc6, PC=8, Tile=1
getelementptr9, PC=5, Tile=5
add16, PC=6, Tile=5
add19, PC=7, Tile=5
trunc29, PC=9, Tile=1
add39, PC=8, Tile=5
load3, PC=10, Tile=1
sitofp7, PC=11, Tile=1
getelementptr17, PC=9, Tile=5
getelementptr20, PC=12, Tile=1
add30, PC=13, Tile=1
getelementptr40, PC=14, Tile=1
getelementptr52, PC=15, Tile=1
getelementptr54, PC=10, Tile=5
getelementptr4, PC=11, Tile=5
load18, PC=12, Tile=5
load21, PC=13, Tile=5
sitofp31, PC=16, Tile=1
load41, PC=15, Tile=5
load46, PC=17, Tile=1
load53, PC=16, Tile=5
load55, PC=14, Tile=5
phi0, PC=19, Tile=1
load5, PC=18, Tile=5
load11, PC=12, Tile=0
getelementptr22, PC=14, Tile=0
load28, PC=12, Tile=6
load34, PC=13, Tile=0
getelementptr56, PC=15, Tile=0
fmul8, PC=19, Tile=0
load23, PC=16, Tile=0
fdiv32, PC=17, Tile=0
getelementptr42, PC=20, Tile=0
load47, PC=15, Tile=6
load57, PC=18, Tile=0
store10, PC=21, Tile=0
fmul12, PC=22, Tile=0
fdiv24, PC=23, Tile=0
store33, PC=24, Tile=0
fdiv35, PC=18, Tile=6
load43, PC=25, Tile=0
fdiv48, PC=19, Tile=6
fdiv58, PC=20, Tile=6
fsub14, PC=26, Tile=0
fsub26, PC=24, Tile=6
fsub37, PC=27, Tile=0
fmul44, PC=28, Tile=0
fsub50, PC=21, Tile=6
fsub60, PC=22, Tile=6
store15, PC=27, Tile=6
store27, PC=25, Tile=6
store38, PC=30, Tile=6
store45, PC=31, Tile=6
store51, PC=23, Tile=6
store61, PC=26, Tile=6
Achieved DynamicPlacement_II is 17
threshold is 1
